,text,labels1,labels2
1254,My soon to be ex wife needs to learn to chill out &amp; smile ,disgust,disgust
1255,"@DVATW Trot on Dai bach,  however having read your timeline I dread to think what your #fantasy could be...",disgust,disgust
1256,@BlackPilledPete McCain is revolting,disgust,disgust
1257,"@call_me_salome I really, really hope my kidney holds up ",anticipation,trust
1258,@TracyMcMillan saw your insta about #anger. \n1) helpful perspectives! 2) thank you 3) I'm not an angry person: how to talk to angry people?,disgust,disgust
1259,"@ToddWestervelt Psalm 109:17\nAs he loved #cursing, so let it come to him; As he did not #delight in #blessing, so let it be far from [1/2]",anticipation,trust
1260,Nothing fuels my daily anger and hatred like a bus driver who stops at a yellow light,disgust,disgust
1261,"@markaw214 @appleofeden_3 @jjasq @XxPLWxX Ring a ring of roses isto do with the plague, Im sure that will offend someone",anticipation,anticipation
1262,@waglenikhil don't worry we will take revenge u plan to run naked first .. when r u doing it ... We are showing ur hypocrisy,disgust,disgust
1263,Why am I listening to Trump when #BachelorInParadise is suppose to be on...get this crap off my TV! #ugh ,disgust,disgust
1264,'Anger is a loaded weapon...be careful where you point it.' ~ @FSonnenberg #anger,disgust,disgust
1265,"Who is terrorist? A person who uses unlawful violence and intimidation, especially against civilians, in the pursuit of political aims.",disgust,disgust
1266,"ㅤ❬ @Redolent0fGrief ❭\nㅤㅤㅤ— know what else to use to make you stop sulking..” He sighed heavily, before putting on a weary expression.",disgust,disgust
1267,It's hard to get me mad but when I'm mad I hold a grudge,anticipation,disgust
1268,#UKVI why are you so difficult to access? And why on earth am I being charged exorbitant amounts to understand about my visa status?!  #crap,disgust,disgust
1269,i miss my boys so much 😭 rest well babies @BTS_twt 😚,anticipation,anticipation
1270,Trump's a Magician.\nBut the Prestige keeps being NOTHINGBURGERS AGAIN\nAnd the idiots keep foaming at the mouth in packs over it..,disgust,disgust
1271,That eclipse sucked #dissapointed,disgust,disgust
1272,"@xSynYT no offense but one of my friend watches you and calls you his 'Synpie' which i have no idea why but, he watches your videos",anticipation,anticipation
1273,So tired. All these freshies and all i'm unhappy at are these volunteers.,disgust,disgust
1274,@GraysonDolan Happy Tuesday Gray ❤❤❤ #excited,anticipation,anticipation
1275,I start my day thanking my stars. Then I see my colleague walk away early (notice period- honeymoon scenes) and I wonder 'WHY GOD WHY !',disgust,disgust
1276,@Skyscanner horrified to learn that I cant change/exchange by flight to Lisbon 6 weeks before departure!!!! #omegaflightstore £200 ,disgust,disgust
1277,@tweetheart2017 @s_cala @Tooda @DonaldJTrumpJr @JamesESmithJr34 Being #gay is not an #insult,disgust,disgust
1278,@JustMpumi I understand where the question is coming from. 😄😄. Uyakhumbula ngathi they'll never go to KwaNdebele.  Uyakhumbula?  😄,anticipation,anticipation
1279,@Independent He will be jeered even more by next year. Doesn't seem to get it that every last European including Brits think he is dreadful,disgust,disgust
1280,"There's no pine in it, there's no apple in it, Let's call it Pineapple #funny",surprise,surprise
1281,@StefanMolyneux I haven't read the Constitution and I don't know you're Canadian. #sad,disgust,disgust
1282,#MiamiBryce asks Buck about Dak Prescott live during ASG. And DC sports talk radio producers get to take the rest of the night off. #outrage,disgust,disgust
1283,Oh nooo... Sometimes do feel not to talk to someone sitting beside me... #life  #feeling,disgust,disgust
1284,@RoguePOTUSStaff Maybe Don Jr isn't dumb but wants to take revenge on his dad?,surprise,surprise
1285,Then I frown,anticipation,disgust
1286,I am so ready for an #adventure starting to get #bored and #restless need a buddy to #explore with someone who likes to do new things,surprise,surprise
1287,Happy #worldfringeday I can't think of a more appropriate year to perform at the @edfringe for the first time with @CultureClashUK ,anticipation,trust
1288,@Laceupboxing Max £1 bet #crap,disgust,disgust
1289,@JanclydeCEspino at one point this is what i wanted rba sa? hahaha pero di jud oy di jud ☹ what if ga humss ta? 😭,disgust,disgust
1290,@nwg83 I keep expecting it to happen. 😟 ,anticipation,anticipation
1291,Anyone else find it really difficult to stop yourself from making a really petty tweet when ur absolutely raging about something ? 😬,disgust,disgust
1292,@Arquipimp 😂😂😂😂\nU mean overprice English clubs\nReal Madrid see bayern as no threat then look 😂,anticipation,surprise
1293,@greateranglia bought a ticket from Harlow T to Heathrow from ticket machine and it was not accepted by Heathrow express #fuming,disgust,disgust
1294,"' #TheXFactor returns next week ' exclaims the 'trend' notification.\n\nOh deep fucking joy, exclaims I. #dreadful  #pastitsselldate #quitit 💤",anticipation,anticipation
1295,"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing",trust,trust
1296,I'm so proud of myself for having a productive morning 😥,trust,trust
1297,"'Hello, World' program's finally ready for GitHub 😊",anticipation,trust
1298,Every attack on innocent life is a proof that we are slowly becoming inhuman and it hardly bothers anyone....sad! #AmarnathTerrorAttack,disgust,disgust
1299,"@SimonCrow @jeremyhagon I've never had someone I've never even met, infuriate me so.",disgust,disgust
1300,@England_Netball @NetballSW Please vote for the South West nominees to give us a chance #humbled  #southwestnetballfamily,anticipation,anticipation
1301,I just broke my glasses too! Bith pairs are made #desolate.,disgust,disgust
1302,@slpng_giants_ca @EPCOR So happy to hear @EPCOR has chosen not to fund #hatred and #racism and #misogyny. #Respect!\n#waterandwires,trust,trust
1303,@Jack_Septic_Eye You do know when most people refer to the hair as “lawn” they mean down there right?? 🤣,disgust,surprise
1304,@mumsnet_madness I am furious that these passive smokers are huffing all my cig smoke without contributing to the cost of a packet #outrage,disgust,disgust
1305,"@PinkBelgium Ya, writes horror so everything today in the world looks normal to this dark individual",disgust,disgust
1306,An ignominious end ... they changed everything from analog to digital! 😱 IKR? Everyone who still had an analog phone *had* to,disgust,disgust
1307,Just asked someone for help and to low key be my mentor #adulthood #anxiety,disgust,disgust
1308,Shocking business by Real Madrid and Bayern doing great business as usual. Getting a world class player in his peak on loan is brilliant.,surprise,surprise
1309,@RuckMeFunning I'd hope she has bigger things to fret over lol,trust,trust
1310,"Fast and Furious films never fail to make me cry. It's clearly nonsensical action, but the epicness and emotional moments always get me.",trust,trust
1311,Are people becoming more annoying or am I becoming more angry?! 😩😒😕\n#introvertproblems,disgust,disgust
1312,man i am too old for mosh pits 😧,disgust,disgust
1313,"Thank you, @realDonaldTrump, for using the Afghanistan policy of #44... he was pretty smart! \n\nP.S. Do not look directly at the sun! #bad",disgust,disgust
1314,@mizuvera I hope didn't scare other people who owned this figure that he will move at midnight 😂,trust,trust
1315,"fallen for the temptation that is @alwayssunny, brilliant show! #hilarious",anticipation,surprise
1316,I feel like it's taken me like 6 months to understand what net neutrality is but like...fucking capitalists I'm ,disgust,disgust
1317,Preload on @CallofDuty WW2 begins and Ive entered preorder code but still have'nt received the beta start email!! #CallOfDuty #upset #gaming,disgust,disgust
1318,It is more shameful to distrust our friends than to be deceived by them. - François de La Rochefoucauld #ALDUBersaryin5Days @lynieg88,disgust,disgust
1319,#moist people aren't #offended by a little typo.,disgust,disgust
1320,Fuming with @StagecoachSE always awful customer service given. #fuming #angry #shitservice,disgust,disgust
1321,I find the term 'poofter' fucking hilarious,disgust,disgust
1322,@na_myung @solshaz hahaha maybe revenge from fasting,anticipation,trust
1323,"@Ryanair beyond a joke! So #furious right now you have left my niece, sister and brother inlaw completely in the dark! Crap customer service",disgust,disgust
1324,"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017",surprise,surprise
1325,Thousands of pickled certified ostrogoths ! #angry,disgust,disgust
1326,@bera_jade @einnor_ go ahead &amp; #coon. Would love to see you get hit by a man. I bet you wouldn't find it funny #blackhatematters ,disgust,disgust
1327,Why am I awake? I wanted to sleep another hour 😤,disgust,disgust
1328,#gh Jason &amp; Sonny are hearing a little more of what Sam went through #heartbreaking @kellymonaco1 @lldubs @MauriceBenard #BillyMiller,disgust,disgust
1329,"On that note, petition to take HPE for .5 credits so your horrific grade in there matters less.  #ORUFreshmenAdvice",disgust,disgust
1330,Summertime sadness,disgust,disgust
1331,@lizbilney Who even knew that the Eu could be vindictive. ,disgust,surprise
1332,A box of 80 @krispykreme donuts.... #awesome \n\nNow that is how to celebrate a birthday!! Happy Birthday!! \n\nNeed celebration donuts now!,surprise,surprise
1333,I woke up too moody who gon Die today 😠,disgust,disgust
1334,#congress start charging back the dems #for taxpayers money waisted #pissed off with u,disgust,disgust
1335,Why is an alarm clock going 'off' when it actually turns on? #alarm #alarmclock #ThursdayThoughts,disgust,disgust
1336,Feeling #restless today for some unknown reason,disgust,disgust
1337,"Then he will speak to them in his wrath, and terrify them in his fury, saying 'As for me, I have set my King on Zion, my holy hill.'",anticipation,disgust
1338,"I'm not picky, guys are just intimidated by me... and I don't let dudes run over me or run my life and finances. If u can't respect that bye",disgust,disgust
1339,How to get rich quick: Step 43. Get a suit fitted and panic.,anticipation,anticipation
1340,@suannelqr @CillizzaCNN No she incriminated herself with a multitude of felonies over her 2 1/2 decades of #terror on the US\n#MAGA\n#POTUS45,disgust,disgust
1341,@BBCNews @BBCBreaking I don't think it's very funny you guys bullying a man for struggling to put on a poncho #bully #bullies #bbc,disgust,disgust
1342,@DOBrienAJC What did you do to rile up all the Roberts?,anticipation,surprise
1343,"Siward, with him #father to #anger; blunt not confessing #MacduffWasGoing",disgust,disgust
1344,Getting a much needed root canal tomorrow! 😆,anticipation,anticipation
1345,@3_mile_rock Indeed 😲\nAlways a #worry for our #homeland #Gibraltar #Spain \n#Tale or #foretelling #future\n#great #short #story,surprise,surprise
1346,"@bobandtom @chickmcgee1 @ThatJoshArnold  Not religious, but a game that the Inuit women play - first one to laugh, or breathless, losses.",anticipation,anticipation
1347,@F3Alpha #F3Roswell #Preblast\nI've been handed the keys to Roswell Area Park. See you in the gloom. Be ready to slip &amp; slide at 0530,surprise,trust
1348,"@narendramodi Sir, people need revenge",disgust,disgust
1349,"How we are ruining America is a false Liberal slogan, conveying resistance folk shrieking out in impotent rage about the losing bigly.",disgust,disgust
1350,#pissed Hate losing more than Montrezl Harrell Why have meteorologists been so impressive after that pick.,disgust,disgust
1351,"Thank you for the M line construction @MTA . Sincerely, all J train riders Essex to Bway Junction. #nycsubway ",anticipation,anticipation
1352,"If you see @MikeGHealey these next few days, give him a disappointing head shake.......he broke my pop socket. .",disgust,disgust
1353,I hate you.\nI want to know how you feel about me though. Because I want you to like me so I can break you.\n#darkerside #revenge #wasteoftime,disgust,disgust
1354,#irritated  @SouthwestAir I'd be more than happy to call customer relations but ive been on hold this enitre time,disgust,disgust
1355,I've used almost half of my printing money and it's the first day of the semester. #pissed,disgust,disgust
1356,@rob_bennett OMG! Are you kidding me with this? I thought Pence was bad but they had to go even farther! ,disgust,surprise
1357,"I just tore my 2nd meniscus in 2 months what the fuck have you accomplished. But seriously, reaching maniacal laughter pain/WTF, self?-ness",disgust,disgust
1358,No offense but I was team cap in civil war but I understood some of Tony's reasoning,anticipation,trust
1359,This reminds me of cheer up's location lit,anticipation,surprise
1360,Are you serious?,anticipation,anticipation
1361,Hey @Apple I hope you guys don't release that #horrendous looking copper color.  Might as well walk around with a pocket full of pennies 😂,disgust,disgust
1362,@WajSKhan Some jurono play very smart dont support truth but give opinion in a way tht ensures  government dont feel offended,disgust,disgust
1363,salt + bleach + boiling water = horrible chlorine smell across the whole house\n\ngood job me,disgust,disgust
1364,"What's wrong is always available so is what's right, you decide on what to focus. #success ",anticipation,trust
1365,"#good #truth #Jesus #truth Psalms 103:8 The Lord is merciful and loving, slow to become angry and full of constant love.",trust,trust
1366,@richardhp @realDonaldTrump Should be. Those inbred murderers deserve no less than to be put down like the rabid animals they are.,disgust,disgust
1367,I want a friendship group like in Friends 😧,anticipation,anticipation
1368,y'all spend every paycheck on a new pack of drugs to sell or guns y'all just threaten people with...,disgust,disgust
1369,Thx Netflix for making me hooked on Fosters!!! #anxiety #crying #cantturnitoff,surprise,trust
1370,What are some good #funny #entertaining #interesting accounts I should follow ? My twitter is dry,anticipation,anticipation
1371,"In this state of #terror, you are far more susceptible to #addiction. 🤔\n\nAlso more likely to spend your #money in attempt to feel better.",disgust,disgust
1372,"i know i have been ranting these for days,  but fuck how can they dub weightlifting so poorly?  😠",disgust,disgust
1373,"49 away from 1,000 followers 😀 #whisky #whiskyfun #smiles #humour #giggles",surprise,surprise
1374,"Elle: a delicious, dark, perverse work of intrigue, streaked with cruel humour. Superb performance from Isabelle Huppert. A one off #ElleDVD",trust,trust
1375,"What a #waste of what was a #perfectly #good #planet, the #money must be #worth the #cost into the #future (#eons #worth of #time) I guess?",disgust,disgust
1376,We have a GLOBAL problem: Illicit trade in #tobacco products presents a serious #threat to public #health. #UNTobaccocontrol @FCTCofficial,disgust,disgust
1377,My head feels like it's gonna burst 😣 one thing after another all the time 😩,disgust,disgust
1378,.@guardian \nSoft-focus interview by a fellow Friend of Israel. #dull,disgust,disgust
1379,"And then when you tell those people, they’re wrong in their stance, they want to get mad and start bullshit. I don have time.",disgust,disgust
1380,How fast the car can speed in not the concern but can the car stop in time incase of an emergency that is what u shud think about.,anticipation,anticipation
1381,"#ICBM parties in #Pyongyang, People starving to death in the countryside.\n#irony #northkorea #awesome",disgust,disgust
1382,threw away 7 bags worth of 'junk' today! #relieved,trust,trust
1383,"If ISIS is beheaded, they will be much easier to defeat, fewer casualties - so the theory goes. #terrorism",anticipation,anticipation
1384,"They won't believe you were #serious about it until they have some sweet proofs. God exists, and He acts in different ways.\nObey Him.",trust,trust
1385,@TeleTransOne @eleganza_lily @FemFataleXX That's like asking someone to back up a claim that toddlers throw temper tantrums.,disgust,disgust
1386,"'I smile. I laugh. \nBut behind it, is a mysterious me.'",surprise,surprise
1387,When you took off for expo but the flight you need is sold out 😭😭😭 So no expo for me  ,disgust,disgust
1388,Early childhood demonstrates #pleasure seeking behavior and it can’t be considered as the vital tool of knowledge learning. \n#edchat #edtech,anticipation,anticipation
1389,I'm a talkative person but how does the scowl on my face at 7 am lead my neighbors to believe that now is the time for conversation?,anticipation,disgust
1390,@NotJackKemp Wasn't sure if i was having a stroke or listening to BAD today because of Killers heat inversion. #killerinversion #terrible,disgust,disgust
1391,What is the point of @DPD_UK giving 1hrdelievry slots when they are over 30mins late so far and no notice or update. #unhappy,disgust,disgust
1392,One chair is having the munchies. Are Alpacas edible? #afraid #WhattheFAC #SalientFAC #Salient2017,disgust,disgust
1393,I dont know if i'm able to take care of kids or not. Duduk dengan anak sepupu (boy) pun dah menguji kesabaran 😅,anticipation,surprise
1394,@bugwan Crown? Teaching the kiddies to have a flutter?,anticipation,surprise
1395,Being able to sleep in just boxers is probably one of the best pros that comes with being a guy #breezy,anticipation,anticipation
1396,I'm so ready to take off my sneakers. They hurting me 😭,disgust,disgust
1397,"@adnilxa Russia , Russia Russia, Know any other word??? It gets old folks. We need to work together. Dems having tantrums!!!",disgust,disgust
1398,Do not judge between people when you are .,disgust,disgust
1399,@Guerrilla I wished.. 😭,anticipation,anticipation
1400,The craziest thing is it leads me to think past the people bullshit. But then because of the story you still worry about the people bullshit,disgust,disgust
1401,#Eclipe2017 An eclipse carries a large jolt of #energy. This one cut a wide swath across the United States. #Change #excitement #transition,anticipation,anticipation
1402,The hype is real. #SagasOfSundry #dread is amazing. @JoinTeamAlpha,anticipation,anticipation
1403,@raygibson @CNN Sadly it's people who think like you that is causing this problem which by the way according to Scientist is dire,disgust,disgust
1404,"@NextHelp @nextofficial disappointed...early VIP sale slot, full basket. Site crashed. Twice. Lost my order. #annoyed #nextvipsale",disgust,disgust
1405,When I can't sleep I watch #glee @druidDUDE @HarryShumJr @HeatherMorrisTV @NayaRivera @LeaMichele @JennaUshkowitz @DiannaAgron,anticipation,anticipation
1406,"JaredKushner &amp; IvankaTrump are called senioradvisors,but are more like #caregivers who try to moderate dads outbursts of #narcissistic #rage",disgust,disgust
1407,The blue vest Planet of the Apes/ DeRay thing is hilarious. This shows his age because the original literally had a blue vest on.😅,trust,trust
1408,@ghenesnowdon @NoOneGOT2 @MochaUson Exactly  because of their  #bitterness   #FiatLoserIdiotAquinoFollower,disgust,disgust
1409,I'm sorry but it just feels wrong to have an All-Star Game without #Bryzzo there. #depressing #ASG2017,disgust,disgust
1410,"@JoeGibbsRacing who designed that scheme for the interstate car? and how did whoever approves it, approve it??  #yuck",disgust,surprise
1411,@MinxieButt Not even from our own kind 😅 But I don't need any anons if I can feel the appreciation from fellow shippers every other day 😊,trust,trust
1412,"@MMjewelry I placed an order on June 30th and still HAVE NOT received it, ur peeps said it shipped but it has not #unhappy #dobetter",disgust,disgust
1413,@sonnuaen @somithehoney DONT WORRY YOU JUST NEED TO GUESS KOROS DRAWING :D,trust,trust
1414,Feeling #adorable in my WalMart pajamas. #JenniMiller #JenniMiller29 #louiselinton,trust,trust
1415,stand on ze point! standing near ze hurting. good to lose. zhe flesh is exciting! oh ho hoh! zhat book certainly seems angry!,disgust,disgust
1416,Yaaaaaaaaaaaas!!!! Scotty Sinclair #wonderful #magical,surprise,surprise
1417,@PocketsotFuture @YouTube U envying Blac Chyna money yet wanting donations urself 4 whiteman #gossip #snarl!,disgust,disgust
1418,Looking for Lyft promo code? Use this for $50: JOX # Slurping Turtle #pleasant #agreeable,trust,trust
1419,I'm not a terrible person but the things people think they can do to me brings out a bad side of me and makes me bitter.,disgust,disgust
1420,"This 'town hall' is nothing but a free advertisement for republicans, platform courtesy of  CNN! \n#ryantownhall #disappointing #propaganda",disgust,disgust
1421,'A #nation is a #society #united by #delusions about its #ancestry and by common #hatred of its #neighbors.' #Fact #TeamFollowBack,disgust,disgust
1422,"#Anxiety, #anger, and #depression may occur.",disgust,disgust
1423,Let's wake up to @GMB and see @piersmorgan and then want to put your fist through the television #talkstripe #tosspot  #gobshite,anticipation,anticipation
1424,@Nick_1683 increasingly I am. Corbyn would screw us with his ideology. Don't expect tories to do it through sheer incompetence. #grim,disgust,disgust
1425,I am a terrible person. I have a viscerally negative reaction to Big Bird's new voice on Sesame Street. #shudder #nope,disgust,disgust
1426,@pats4patty blocked me on snap and it's very upsetting ☹️,disgust,disgust
1427,It's 2017 and there still isn't an app to stop you from drunk texting #rage,disgust,disgust
1428,@CeeCee151 This is ☀️this is clouded sky 🌥😂😂😂👍🏽😁👏🏽,anticipation,anticipation
1429,So Perez has lost his number 9 shirt. Arsenal's treatment of him is disgusting. Ashamed of the club.,disgust,disgust
1430,"@ComfortablySmug @allahpundit Exactly, we are supposed to believe what a Russian operative in American soil says. Beyond depressing.",disgust,disgust
1431,"@MartinPincot Haha @MartinPincot -  just sent a sext to the vicar with a holy, holy, twist --- My bad 😂\n \n#Fun #joy #laughter \n👿 ..... 😇",surprise,surprise
1432,My work called me at fucking 5 am to tell me to come in at 6 instead of 7 I’m fuming,disgust,disgust
1433,Mayweather's trash talking is on par with Nate Diaz #terrible would love to see McGregor KO him #MayweatherVsMcGregor,anticipation,disgust
1434,#NoBetterFeelingThan teetering right on the edge..\n\n#joy #pleasure #happiness #bliss #anticipation,anticipation,anticipation
1435,"I'm furious, wondering what happens after the latest 'Yep, sounds pretty treasonous' scandal. At least calling Sens is something we can DO.",disgust,disgust
1436,Family stuck with crappy options thanks to @AmericanAir .  Worst airline.  #furious,disgust,disgust
1437,@laurierecords The worst is getting so very close to life changing contracts and coming up short.  Feels like starting over. :-/ #relentless,disgust,disgust
1438,When you tell your boyfriend you want a pot bellied pig and he replies with 'I've already got one' and points at you...😩🐷🐷 ,disgust,disgust
1439,@alixsharkey @mrjamesob Would not be surprised if he was moved on. He has clearly lost the mood of the nation,disgust,disgust
1440,@rhyshenllan @disabledsg yes I like the idea of it . Waiting for details 😀,anticipation,anticipation
1441,Hello puss! Puss puss puss! Don't be afraid!,anticipation,anticipation
1442,Actually gunna miss America a lot 😰,anticipation,anticipation
1443,When you realize you start college in literally less than a month hahahaha what the FUCK I just wanna be a #carefree teen forever TF,disgust,disgust
1444,I love the nightmare before Christmas and Hercules so much,anticipation,anticipation
1445,I need this hair done !! I prob will do it the next time I'm off . But good morning 😘,anticipation,anticipation
1446,"'Suddenly I can do so much, &amp; it feels like my brother was holding my back in a way, &amp; that feels like a horrible thing to say' #InsightSBS",disgust,surprise
1447,got but up by a spider ,disgust,disgust
1448,Honestly Michael Clifford is so fucking ugly who let that rabid dog make music,disgust,disgust
1449,hate how careless i am ☹,disgust,disgust
1450,Do not linger too long near the howff or you risk the displeasure of a chuhaister with pubes more underwhelming than those of an aurochs.,disgust,disgust
1451,Seonho has hair legs hahaha I suddenly thought of my leg hair lol they are so curly; prolly bec of jeans 😦,disgust,disgust
1452,It is a shameful thing to be weary of inquiry when what we search for is excellent. - Marcus Tulius Cicero #ALDUBersaryin5Days @lynie1283,disgust,disgust
1453,"Jellyfish are turtles' food, turtles that you kill by throwing YOUR plastic wastes in the sea. So don't complain when they sting your ass.",disgust,disgust
1454,OH YEON SO's kdrama is so nice and i am still in awe that she and dara are friends now.. hope they can have kdrama soon!,trust,trust
1455,@Jeffwickham @malanmiller the one college stadium I really hope the offense is atrocious Who TF is Derron Smith?,disgust,disgust
1456,someone cheer me up,anticipation,anticipation
1457,"For every dark night🌑, there's a brighter day🌞.",anticipation,anticipation
1458,"@KidSkys Why did you rage quit FeelsBadMan, saw it in @KingGeorgeTV stream",disgust,disgust
1459,grand theft auto V use rage engine?\n@RockstarGames  Wow .....,surprise,surprise
1460,"Consider the language. She says DJT Jr. Sought, wasn't promised, dirt on HRC. Will inflame the left, may compel the right to lash out.",disgust,disgust
1461,@aidand472 I already do this is just to suppress suspicion xox,anticipation,anticipation
1462,"@UKRunChat @GlosCityMara I'd look a forlorn figure running as Robin, minus his sidekick.",anticipation,anticipation
1463,Getting out of the car park could take longer  than the Jimmy Carr show ran #nightmare,disgust,disgust
1464,@drizzybea tou sad,disgust,disgust
1465,"Quick annoyingly vague scream into the void: AAAAAAAAAAGH. I'm nervous, excited, terrified, trying not to get my hopes up",anticipation,anticipation
1466,#horror fiends... what should I watch on @horror_channel or @NetflixUK tonight???,anticipation,anticipation
1467,@ananavarro Stop fearing and stop fearmongering. You are much better than that.,trust,trust
1468,New #madden franchise league on XB1 coming soon Follow &amp; DM if interested full 32 team league 1st 5 help decide rules &amp; rosters,anticipation,anticipation
1469,'It was straight out of Harry Potter' - how a simple Tinder and Chill turned into a fiery reactionary debacle,disgust,disgust
1470,I hate when stupid ass shit irritate me,disgust,disgust
1471,The wave of militancy and #terrorism has been almost destroyed in #Fata by the efforts of #PakArmy #ThankUBajwaFairPakistan,trust,trust
1472,"The eclipse wasn't all that, maybe a 3/10. I've had Happy Meals that were more exciting. #Eclipse #SolarEclipse2017 #disappointment",disgust,disgust
1473,Earlier: where's #NotInMyName gang?\nNow: hope they have placards condemning Islamic terrorism. \nNext: ?,disgust,disgust
1474,@jawadhadi But aren't we talking about the font? 😄,anticipation,anticipation
1475,Perez will gladly give Morata to Chelsea for some £60m. It's United he holds a 'fax' grudge with.,anticipation,anticipation
1476,"Been so active these days. That now that I have a day off, I am soooo restless. :P Haven't been restless in months.",anticipation,anticipation
1477,Woke up with a horrible cloggy summer cold #attractive 😉😩,disgust,disgust
1478,At least @LewisHamilton not turning up is not the most outrageous thing at #F1Live #Kaiserchiefs ,anticipation,disgust
1479,"Article 370 must be abolished. Human rights must be denied to these NGOs, Separatist n terrorists who advocate peace n terrorism. @republic",disgust,disgust
1480,furious refrigerator makes you blitzed,disgust,disgust
1481,WOW this season is going to be GOOOOOOOOOOOOOOOOOOOOODDDDDDDDDDD AHHHHH #shocking and #Intense,surprise,surprise
1482,@IndyFootball @mixedknuts did u take a fee for this instead of just pointing? #outrage #twitterfume,disgust,disgust
1483,"Don't be light and dark, night and day, smile and cry, ――you and me.",anticipation,anticipation
1484,"@republic Muslims r justifying terror attacks on Hindus citing babri, but who is hurting Hindu sentiments time and again by killing cows?",disgust,disgust
1485,"#Media will debate, politicians will blame each other, on the ground it feels amply clear #India stands defeated against #terror. #Breaking",disgust,disgust
1486,"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare",disgust,disgust
1487,@LouiseLinton just because you married money doesn't mean you have class it just means you are a high prices prostitute.  #adorable,disgust,disgust
1488,"If the original 'We don't have to take our clothes off' doesn't cheer me up, we're in trouble",anticipation,anticipation
1489,"'...built in #order to #start #afresh. Such #thoughts caused #energy to #flag, and #people concerned...' (The #City CoA)",anticipation,anticipation
1490,#InsteadOfHittingTheGym I'll hit my son #disappointment #respectisearned,disgust,disgust
1491,"#ThursdayThoughts The richest wealth is #Wisdom, the strongest weapon is #peace, the best security is #faith &amp; the best tonic is #laughter",trust,trust
1492,sometimes I think I'm just #afraid as a person,disgust,disgust
1493,"Even though it's the hardest. Maturity is walking away from people that threaten your peace of mind, self respect, morals, and self worth.",anticipation,disgust
1494,Working with alergies is the most miserable shit in the world #miserable #alergies,disgust,disgust
1495,"@ahaf21 Maaaan... Fox &amp; The Hound ain't no joke. Also, Pinocchio is got damned terrifying. Legit horror film.",disgust,disgust
1496,@HUUEducation Thanks! Happy there are other sabbs here. Hope we can talk at lunch :),anticipation,anticipation
1497,Grind smarter.  #Hustle #Grind,anticipation,anticipation
1498,Olivia is a prime example how you can be gorgeous on the outside &amp; have a really shitty personality! #looksainteverything #loveisland ,disgust,disgust
1499,Watching Senator Adeleke and his joyful dance steps this morning got me rolling. Dude can bougie,anticipation,anticipation
1500,@hugaarondingle I try not offend too but tbh if anyone says anything bad about Aaron or Aaron stans that's when I start getting shitty 😂,disgust,disgust
1501,I don't know why the rain comes out when I'm not indoors..we've had this talk many of times 😡 ☔️🖕🏾,disgust,disgust
1502,MICHAEL HOLLLLLY SHIT. #lost,surprise,surprise
1503,Lost my favorite hoodie in 2nd grade and im still pissed about it,disgust,disgust
1504,@virginmedia Nope and never has despite tech support saying it's a network issue. Support and communication has been awful.,disgust,disgust
1505,Having a bad day @TescoIrl #nightmare,disgust,disgust
1506,Goddamn fucking piece of shit panic attacks...,disgust,disgust
1507,"When you feel like a smile will be fake, add a laugh to it. You will be surprised how joyful you will become.  #simplylovejesus",surprise,surprise
1508,Is it national dont use your blinker day or something? Wtf! ,disgust,disgust
1509,"As ready as I was for this, and even drinking lots of coffee without sugar, failing still tastes so so so bitter",disgust,disgust
1510,@MrAlexLawson ... or have an earpiece that feeds him gruelling questions by an irate news editor :),anticipation,disgust
1511,angry? the austrian in front of you is even angrier,disgust,disgust
1512,I can't wait until I finally meet the loml. These pussy boys are really starting to irritate my soul.,disgust,disgust
1513,The poverty thing is something rarely mentioned about mental health problems. Especially by professionals or the media. #horrible,disgust,disgust
1514,Fuck qld #StateOfOrigin #blues,disgust,disgust
1515,@StadiumCampnou why is your phone and booking system so poor ,disgust,disgust
1516,To creepy guy who wont stop looking at my bag: I can easily kick your nuts &amp; I wont hesitate to crush them if you even dare try to take it.,disgust,disgust
1517,Ain't nothing like a good leg workout to start of the day 🤘,anticipation,anticipation
1518,Excited about the upcoming cheer season! 😬😳#cantsleep #wideawake #eat #sleep #cheer #repeat,anticipation,anticipation
1519,@asap_lic Seriously. I get mad at every little thing then I start crying for no reason at all.,disgust,disgust
1520,@ColleenRich Exactly! #horror,disgust,disgust
1521,@TheAnchoredMrs I was the sixth grade teacher this year and last year the the fifth grade teacher who got mad when they did 😂,disgust,disgust
1522,@KatSekhotho @Lemii_LoCo Can you falter Katli?,anticipation,disgust
1523,@blonderella26 @Seahawksfan7777 @afern_alex @eugenegu @tonyposnanski @realDonaldTrump She's gonna have a meltdown 🤣,disgust,disgust
1524,"Today #wanking target: #Long #sexy #tongues\nThat's my #fetish - #long #yummy #tongue\nIf any girl want,sent me your tongue photo :) I love it",anticipation,anticipation
1525,@SimonBrundish I'm still offended you called out Dublin on it's poor coffee without asking me! 😉,disgust,disgust
1526,"Koi to uso is off to a great start, enjoying it alot. Hope i don't lose interest midway just like i did with the manga xD",anticipation,surprise
1527,I can't believe a burrito was left on this sink and nobody though to trash it,disgust,disgust
